timestamp,pressure,flow_rate,temperature,valve_status,pump_state,pump_speed,compressor_state,energy_consumption,alarm_triggered
2025-01-01 03:57:10,26.607903326609936,58.95405540692565,5.127316100785922,0.1718881361055044,0.592268209501234,1489.5950927801491,0.6261075636382393,31.81194600396876,0.4961378247805266
2025-01-01 03:57:20,24.551908059789664,93.88126015799888,6.640655386438231,0.8810594818909951,0.944394335124536,874.0726849691687,0.4967277837945236,28.185712934093097,0.7269155698614436
2025-01-01 03:57:30,15.33643410623998,73.02805938490935,2.1172758156503813,0.4684353779504843,1.0,499.814224432901,0.8413530922859676,21.15467523573424,0.3166990004597655
2025-01-01 03:57:40,55.56207129940322,42.559416507335385,3.660110466610359,0.849223746294705,0.7615725273909738,652.6717118932343,0.1678443311083025,29.6076671915492,0.4590661274632926
2025-01-01 03:57:50,23.96791634278317,71.54574773078815,0.4174876506581695,0.9470083386898976,0.024568148638582,1074.48428973434,0.454007478629221,39.07272762778306,0.0
2025-01-01 03:58:00,32.78746376414228,45.56254952117628,3.7211931448285913,0.2538004466436747,0.5113227011788856,443.10523980256505,0.5405232794933131,19.765950723317268,0.4012467343955829
2025-01-01 03:58:10,32.23186700111079,66.2968717372237,2.1086861449232983,0.0911731905758427,0.5984094228745208,599.2732972126294,1.0,41.30714466343429,0.1181177559618942
2025-01-01 03:58:20,38.07406697809101,90.97651205502196,0.0,0.2373239864470213,0.700798649037065,654.2650902315143,0.8427008872219365,26.29108974938899,0.1042210953895964
2025-01-01 03:58:30,43.15737212539297,99.18828076506252,3.107606562588775,0.2537555329746964,0.9500631440897604,521.5540244311169,0.6323472801414188,27.37168618283868,0.0028182195798438
2025-01-01 03:58:40,43.60473488359745,75.5255056464169,4.0011792701113,0.4443581668148147,1.0,678.810707009463,1.0,22.79632480197934,0.2237335496709242
2025-01-01 03:58:50,29.169225614310616,96.76064382092449,4.1677956739576985,0.8249244614664297,0.547977331785382,536.4121122495153,0.706133105959479,40.81998157604781,0.0761249971820048
2025-01-01 03:59:00,33.32878286213589,60.801175819153016,4.025024236200357,0.489082073030105,0.3562760393580196,1241.9222143769675,0.6534547527281211,21.143804461314275,0.1498866299278784
2025-01-01 03:59:10,37.825799504882994,104.01385619491283,4.757675458754723,0.2775420086191433,0.5470143647931602,342.13633206651514,0.4084959766770674,29.24790046095176,0.0
2025-01-01 03:59:20,32.51308873816453,55.54104299894145,8.379019332626136,0.3446374274222425,0.9448331278054424,1143.2397182732357,0.1108422952400192,20.36569929519164,0.5377267691921082
2025-01-01 03:59:30,51.07345576019993,53.81601328609466,3.796472029724815,0.5816779355910281,0.9718840125575228,925.8538665691968,0.3417153286438162,13.28027065793064,0.1800684225057564
2025-01-01 03:59:40,39.90974951638251,60.78212950842183,7.957036313808894,0.4648430033377507,0.8446202551874431,1560.7279857109515,0.9200577530335824,13.12564133113707,0.0
2025-01-01 03:59:50,42.348777860498174,55.0511466172886,8.338763366425605,0.360624479095905,0.6387338078469247,495.28621891801725,1.0,54.5239935862098,0.3715501279241747
2025-01-01 04:00:00,41.62881268667413,80.3484001039425,4.176793425110235,0.5379715762199766,0.4005733831148617,1023.6941856924984,0.5812267811560374,12.33439392054555,0.2814940545523777
2025-01-01 04:00:10,46.73473857485325,95.04518966087994,2.426122153934493,0.0976618256019582,0.2584478800850111,631.7394464287947,1.0,12.202380029043836,0.5827429291212092
2025-01-01 04:00:20,36.81021558703707,70.3101671610465,5.754933492351611,0.2293429556791046,0.0,624.461782266457,0.7696564817043794,26.602087967918955,0.0
2025-01-01 04:00:30,22.031680520441533,76.225999178819,8.189562606833555,0.4149313066140171,0.7944659555608619,987.2389315608708,0.7554725442466416,39.11831624749413,0.1645775327812987
2025-01-01 04:00:40,38.996879517526416,42.35129351884643,0.0,1.0,0.6373517420538687,1106.0781659403494,0.6504030238047209,24.943900423742885,0.0
2025-01-01 04:00:50,28.48643106208171,71.92525629127358,4.470144227674871,0.0,1.0,700.7293284447094,0.659924282797107,23.395900560375978,0.0429360869846522
2025-01-01 04:01:00,29.71383318250244,105.41477777198156,5.2747318105561884,1.0,0.7534240115975243,867.063250465795,0.3411953762369836,5.0,0.3897432305106186
2025-01-01 04:01:10,40.863640187550935,98.25384660015123,8.440266570390367,0.9864296632342364,0.4579859143778267,1188.4921432328847,0.4053669645573329,27.239118960937653,0.3759590341964012
2025-01-01 04:01:20,47.38283071433636,48.104480694429895,1.3669165264575511,0.541189652629589,0.597917397212012,1158.6741340032777,0.4652891494356146,24.502838126458496,0.322053526283536
2025-01-01 04:01:30,35.21271576736061,61.237111934742245,5.769629729638186,0.0,0.6700089738143515,749.1362416626922,0.6953085315515243,15.080207730897223,0.4403467145046938
